sounds,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit
n_Cb-nonvib-C3-ff.wav,0.5084776039723969,-0.846146456698115,0.5066291226175011,3,3,10,0.5,0.0,2400,0.03391366596188363,0.026518044332885023,0.5
n_Gsp_HH_p_C7.wav,0.7930265304567656,581.4281956950963,0.8153359637090065,13,0,3,122.375,2.268683541318364,75800,1.3432660582909615,1.485062099642994,122.375
n_Va-pizz_lv-C3-ff.wav,0.5394973847608747,57.67224233250359,0.5378509132353013,4,2,10,19.25,0.25131442828090617,10000,0.15831940235386002,0.1516938711627356,19.25
n_Vc-nonvib-C3-pp.wav,0.4010631777230855,-134.60871013896286,0.39663282983682513,1,6,9,-46.375,-0.6466271649250525,-27200,-0.40103715523265415,-0.4195149262959551,-46.375
n_BTb-flatt-C2-mf.wav,0.2136127788414499,-555.6208511510356,0.19524010838324532,0,13,3,-121.375,-2.268683541318364,-79700,-1.3032843875692581,-1.41631383549623,-121.375
n_MA_ES_A-Ha_p_C6.wav,0.42553773220385555,-190.08832967781873,0.4234776265665244,2,5,9,-27.625,-0.3794896217049037,-29300,-0.30008079538451393,-0.3085134651686229,-27.625
n_BTb-play+sing_min2nd-C3-mf.wav,0.2727520551692626,-391.7746851279469,0.26332204435109796,0,11,5,-102.625,-1.6863989535702288,-57700,-0.9807043117477653,-1.028773043815306,-102.625
n_Hp-ord-C3-ff.wav,0.5347777606155495,115.45792331392309,0.5309418218683065,4,3,9,9.875,0.125163142954006,12800,0.13933603430131675,0.12392564396074049,9.875
n_Cb-ord-C4-ff.wav,0.5546428671651813,120.18045078790868,0.5539777945284244,5,3,8,19.25,0.25131442828090617,18400,0.21944791804253616,0.21675586503177952,19.25
n_Fl-aeolian+ord-C5-ff.wav,0.41390132432773524,-161.48909927548794,0.4120058105409312,1,5,10,-37.0,-0.5108256237659907,-23300,-0.3478605655387907,-0.35567961347270505,-37.0
n_Acc-ord-C8-pp.wav,0.5118500061552482,-20.58541877021151,0.5158489581427508,6,5,5,9.875,0.125163142954006,-2200,0.04740890232892933,0.06341707786810344,9.875
n_Hn-flatt-C5-pp.wav,0.3721050520880942,-215.32570345803936,0.3748515579630594,2,8,6,-55.75,-0.7884573603642702,-41200,-0.5231966595876314,-0.5114590266240379,-55.75
n_Vc-harm_artificial-C4-mf.wav,0.39008933756898734,-232.49275476063968,0.38403214349801285,0,5,11,-46.375,-0.6466271649250525,-30300,-0.44693670782992606,-0.47246852505821185,-46.375
n_Tbn-ord-C4-ff.wav,0.6233412421541838,230.92199970129477,0.62652788244636,7,1,8,56.75,0.7884573603642703,33600,0.5037544830995953,0.5173499284589274,56.75
n_Hn-flatt-C3-ff.wav,0.49403200076623727,-24.527511375547668,0.49482235166834776,3,3,10,0.5,0.0,-3700,-0.023873130697660006,-0.020711333654856213,0.5
n_Va-pont-C6-mf.wav,0.5061890087668144,-29.441307397138875,0.5039918727949134,4,4,8,0.5,0.0,3100,0.02475729951809512,0.015967830449622102,0.5
n_Fl-mul-G#5_G4+_D6-mf.wav,0.45724201719934116,-94.45916196333964,0.4503664345561152,3,5,8,-18.25,-0.25131442828090605,-13200,-0.17145068787833226,-0.19919026112305643,-18.25
n_Va-pizz_bartok-C3-ff.wav,0.5665723049105588,86.56373778424381,0.5708403266568071,5,2,9,28.625,0.3794896217049037,19600,0.2678797177895871,0.2852804838564877,28.625
n_Hp-ord-C2-pp.wav,0.47782916624683736,-20.722369450790044,0.474028177177172,2,3,11,-8.875,-0.12516314295400605,-6800,-0.0887415262462133,-0.10398087707523683,-8.875
n_Vib_ES_So_sp-0_p1_C5.wav,0.49722235789280766,-2.8382586004156494,0.4992672965263048,5,5,6,0.5,0.0,-2000,-0.011110682725979815,-0.0029308159926773104,0.5
n_TpC-flatt-C6-pp.wav,0.494263324076784,4.354072772224943,0.49349470198789563,2,2,12,0.5,0.0,-2200,-0.022947710656948228,-0.02602266044860161,0.5
n_Acc-ord-C2-pp.wav,0.43844781008204775,-83.04384748602578,0.4417077927292335,3,6,7,-27.625,-0.3794896217049037,-20000,-0.2474639316434598,-0.23423393322802308,-27.625
n_Fl-aeolian+ord-C6-pp.wav,0.4937387084067893,-1.7783827543111634,0.49359802866855135,3,3,10,0.5,0.0,-3300,-0.02504647564937049,-0.02560928485712468,0.5
n_TpC-brassy-C4-ff.wav,0.6470758676766795,249.36091607067524,0.6507008699094216,10,2,4,75.5,1.0986122886681098,43500,0.6062104370949428,0.62212138200919,75.5
n_TpC-flatt-C4-mf.wav,0.6354269029336378,249.85193270092347,0.638172804454913,6,0,10,56.75,0.7884573603642703,37200,0.5555699891011794,0.5674423625678939,56.75
n_Xyl_GA_f_C6.wav,0.5213893394474874,5.275888212073005,0.5224595127290645,4,3,9,9.875,0.125163142954006,5700,0.08560960559706701,0.08989854681426257,9.875
n_Cb-ord-C5-pp.wav,0.5376255847024399,85.99041680241032,0.5402974692074126,3,2,11,9.875,0.125163142954006,13300,0.15078739308032668,0.1615402486778947,9.875
n_Bn-ord-C5-mf.wav,0.44598634499676204,-91.14168961923312,0.4452882205392365,3,6,7,-27.625,-0.3794896217049037,-15400,-0.21690099951163333,-0.21972690345529533,-27.625
n_Hn-stacc-C2-mf.wav,0.3177015245082024,-356.6577985845933,0.311299648996453,0,8,8,-74.5,-1.0986122886681098,-52100,-0.764354869610602,-0.7940503223057277,-74.5
n_Vn-pont-C5-mf.wav,0.5271958828275463,70.48055490574977,0.5361783714262818,5,4,7,9.875,0.125163142954006,11200,0.10889099953257494,0.14496683108254219,9.875
n_MA_ES_A-So_p_C7.wav,0.4362879778067936,-84.87943426089913,0.43688754759353005,2,5,9,-27.625,-0.3794896217049037,-19300,-0.25624099727774,-0.2538035122195127,-27.625
n_Va-pizz_lv-C6-mf.wav,0.5377961982593061,50.69547218571365,0.5437277154079938,6,4,6,19.25,0.25131442828090617,10800,0.15147375162768748,0.17535885176004165,19.25
n_AFL-L_oV_pA_sus_p_C6.wav,0.40881484308344324,-153.02149330037585,0.4127501286768623,2,7,7,-46.375,-0.6466271649250525,-24400,-0.36886691547187395,-0.35260800986615537,-46.375
n_Vn-pizz_bartok-C4-ff.wav,0.5651571028853866,127.61936023592166,0.5627140655001115,5,2,9,28.625,0.3794896217049037,22700,0.26211894090187876,0.25218432908941946,28.625
n_ClBb-mul-C#4+_A#5_D#6_E5-mf.wav,0.3695458356611551,-212.79187680839897,0.3659670009020197,0,6,10,-55.75,-0.7884573603642702,-29100,-0.5341656749485686,-0.549557834266478,-55.75
n_BTb-flatt-C3-mf.wav,0.3313843898415082,-314.52168368217184,0.32912559733224567,1,9,6,-74.5,-1.0986122886681098,-50200,-0.7019303210371012,-0.7121425073939364,-74.5
n_BTb-play+sing_aug4th-C4-mf.wav,0.2831818664106595,-386.2951573280619,0.27557634296771255,0,10,6,-93.25,-1.466337068793427,-60500,-0.9287328305832492,-0.966511685725435,-93.25
n_TpC-flatt-C4-pp.wav,0.4342727384845362,-160.77287873637587,0.43514311494402225,2,5,9,-27.625,-0.3794896217049037,-22400,-0.26443932554341965,-0.260897421423089,-27.625
n_ASax-ord-C5-pp.wav,0.33493263627152103,-308.6013306004251,0.33172088233573704,1,9,6,-74.5,-1.0986122886681098,-48600,-0.6859589085173299,-0.7004120276197461,-74.5
n_Hn-ord-C5-ff.wav,0.4354867524469556,-95.54592279950275,0.4354440288303659,3,7,6,-37.0,-0.5108256237659907,-18100,-0.2594994744292945,-0.2596732640330038,-37.0
n_Gsp_HH_f_C8.wav,0.6713389025671421,279.85683505418535,0.6695560559810263,10,1,5,84.875,1.2729656758128876,43400,0.7142469594957335,0.7061778544717114,84.875
n_Cb-ord-C3-ff.wav,0.5859705150045694,138.41865569718203,0.5902154206326833,6,2,8,38.0,0.5108256237659907,24400,0.34733228153424356,0.36485598453456514,38.0
n_MA_ES_A-So_p_C6.wav,0.31665112869543616,-340.44263130943193,0.312720465235476,0,9,7,-83.875,-1.2729656758128873,-47900,-0.7692048942552437,-0.787431392217039,-83.875
n_Fl-aeolian+ord-C7-pp.wav,0.5283572446414583,13.94789521761657,0.5259748632591064,5,3,8,19.25,0.25131442828090617,4600,0.11355082984434965,0.10399307172710852,19.25
n_Acc-ord-C3-pp.wav,0.4901247603765359,-1.915118652446592,0.4923164759984521,3,4,9,-8.875,-0.12516314295400605,-1000,-0.03950609589311058,-0.030736515595322342,-8.875
n_Cb-ord-C5-ff.wav,0.6525084542245748,292.8181168317441,0.6567218997825826,8,1,7,66.125,0.9382696385929302,45800,0.63008375977384,0.6487197344098531,66.125
n_Bn-mul-C4_D#4_D4_G#3-mf.wav,0.3439998147219163,-266.88493820998525,0.34572852001911575,0,7,9,-65.125,-0.9382696385929302,-44300,-0.6455199526059794,-0.6378685294717101,-65.125
n_Cb-pizz_lv-C4-ff.wav,0.5797241856467911,86.31066965534129,0.5799701451460845,5,1,10,38.0,0.5108256237659907,20500,0.32164125186147735,0.32265083659292637,38.0
n_ASax-ord_C6-mf.wav,0.6085608067975734,240.4265408918528,0.6155024980153418,6,1,9,47.375,0.6466271649250525,33400,0.44126665055953745,0.4705017119945626,47.375
n_Xyl_HO_p_C6.wav,0.5430359847252383,15.830197331971172,0.5466438381822448,5,3,8,19.25,0.25131442828090617,14800,0.1725709413495146,0.18711942611041274,19.25
n_Va-pizz_lv-C3-mf.wav,0.46571887767815556,-36.74624114997562,0.46594437054894366,3,5,8,-18.25,-0.25131442828090605,-11900,-0.1373399614295981,-0.1364337580410432,-18.25
n_Vc-harm_artificial-C5-mf.wav,0.5259642971827447,35.86914313468605,0.5278465550950662,3,2,11,9.875,0.125163142954006,8700,0.10395069309783272,0.11150159822803107,9.875
n_Xyl_HO_f_C7.wav,0.6204843558577545,211.2016353330963,0.6228633480451911,7,1,8,56.75,0.7884573603642703,31800,0.4916045731494621,0.5017195558964511,56.75
n_Gtr-pont-C3-mf-5c.wav,0.5866894031538685,124.21870322614578,0.5864381505478434,8,3,5,47.375,0.6466271649250525,25400,0.35029619320135924,0.34926012863423744,47.375
n_MA_ES_A-So_p_C4.wav,0.32057553186548354,-306.26038328937796,0.3199380642379632,1,10,5,-83.875,-1.2729656758128873,-53700,-0.7511281519638443,-0.7540564482211011,-83.875
n_Hp-ord-C4-pp.wav,0.47606721279490116,-71.15603464024838,0.470262375781383,4,5,7,-8.875,-0.12516314295400605,-8100,-0.09580435978755253,-0.11909105003906377,-8.875
n_TpC+H-ord-C5-mf.wav,0.69873689127177,338.54252605757677,0.7011190626696786,9,0,7,84.875,1.2729656758128876,52000,0.8412902657295687,0.8526324283237078,84.875
n_AFL-L_oV_pA_sus_mf_C4.wav,0.3888995622492998,-139.75617985094905,0.3937527757113246,1,7,8,-55.75,-0.7884573603642702,-29200,-0.4519402126843944,-0.431564624207723,-55.75
n_TpC-brassy-C6-ff.wav,0.7834511524815578,554.2409253521712,0.7982965017719372,13,0,3,122.375,2.268683541318364,79900,1.285892568948174,1.3756812960166467,122.375
n_Vn-nonvib-C5-ff.wav,0.5072720724002353,10.96412703090142,0.5057277659175577,3,3,10,0.5,0.0,3200,0.029090340897423374,0.02291206594940813,0.5
n_ASax-ord_C7-ff.wav,0.6006251953486449,186.57398738739064,0.6035462965809381,4,0,12,38.0,0.5108256237659907,28800,0.4080707689709923,0.42026347994040186,38.0
n_Vc-ord-C4-pp.wav,0.38585447912073456,-197.63435280500332,0.38859923824071135,1,7,8,-55.75,-0.7884573603642702,-30200,-0.4647716034683079,-0.45320407870655277,-55.75
n_Vib_ES_Ha_sp-0_p1_C5.wav,0.6223683724127076,202.1060790895502,0.6267644267505095,7,1,8,56.75,0.7884573603642703,36200,0.49961296577678754,0.5183609711599536,56.75
n_Xyl_GA_p_C7.wav,0.40528115129603515,-174.2013638669283,0.40154211112013005,1,5,10,-37.0,-0.5108256237659907,-25600,-0.3835077436931348,-0.3990437490492597,-37.0
n_ASax-ord_C6-pp.wav,0.4990168450616321,17.332374573218452,0.4973213381660604,4,5,7,-8.875,-0.12516314295400605,1800,-0.003932624821810353,-0.010714749844257876,-8.875
n_Hn-stacc-C4-mf.wav,0.4288237705849423,-110.18495450556712,0.42729321864663034,1,5,10,-37.0,-0.5108256237659907,-14400,-0.28665175163680595,-0.2929033880673577,-37.0
n_Tbn-ord-C3-pp.wav,0.36396007504903,-226.72614099839322,0.36016183782417927,2,9,5,-65.125,-0.9382696385929302,-44100,-0.5582171587602087,-0.5746617928313666,-65.125
n_ASax-mul-E4_G4_F#5+-mf.wav,0.44100854735897455,-93.0093774192814,0.44461697963215796,2,5,9,-27.625,-0.3794896217049037,-14700,-0.23706992556740222,-0.22244481090093393,-27.625
n_Hp-harm_fingering-C6-p.wav,0.6442173352241163,299.5154298077387,0.6472668550539667,9,2,5,66.125,0.9382696385929302,45800,0.5937160940046482,0.6070468515951636,66.125
n_Va-pizz_lv-C5-ff.wav,0.47718297294449485,-47.977434981715994,0.4759168948741292,2,3,11,-8.875,-0.12516314295400605,-7800,-0.09133154177116562,-0.09640702092609506,-8.875
n_Gsp_HH_p_C8.wav,0.686614825151161,321.9230607031406,0.6937108651876052,10,1,5,84.875,1.2729656758128876,56800,0.7843404483572137,0.8175257120917518,84.875
n_BTb-play+sing_min2nd-C4-mf.wav,0.2974109717185613,-370.1398828574854,0.297636949290299,0,10,6,-93.25,-1.466337068793427,-51200,-0.8596571983554568,-0.8585759837810559,-93.25
n_PFL-L_LV_nA_sus_p_C7.wav,0.6095304384438204,230.71086503502346,0.6111003373757432,7,2,7,47.375,0.6466271649250525,31600,0.4453388688146875,0.45193979033166726,47.375
n_KFA-L_nA_sus_p_C2.wav,0.3897921573073676,-174.93432387986084,0.3892573729691458,2,8,6,-55.75,-0.7884573603642702,-32000,-0.44818595777422815,-0.45043488606320525,-55.75
n_Cb-harm_artificial-C6-mf.wav,0.5882748364762114,133.10109331805535,0.5956122622776462,5,1,10,38.0,0.5108256237659907,23800,0.3568381997425355,0.3872157241706669,38.0
n_PFL-L_LV_nA_sus_p_C6.wav,0.5264872008948352,48.64147326276289,0.5307081285034184,4,3,9,9.875,0.125163142954006,9600,0.10604807838122918,0.12298730412024317,9.875
n_Hn-brassy-C3-ff.wav,0.662378316553879,269.87380362010407,0.665534394216707,11,2,3,84.875,1.2729656758128876,52400,0.6739108789877412,0.6880562667566293,84.875
