sounds,SE_brillant,SE_chaud,SE_rond,SE_rugueux,CN_brillant,CN_chaud,CN_rond,CN_rugueux,NE_brillant,NE_chaud,NE_rond,NE_rugueux,EX_brillant,EX_chaud,EX_rond,EX_rugueux
n_Va-harm_artificial-C5-mf.wav,0.5060030244389261,0.3871906241263157,0.4264421718592099,0.7160585759895419,0.4247505721991113,0.4336559317099151,0.4018375848655067,0.5779741335845815,0.4534729375851813,0.4986620974084649,0.3237913884170375,0.7271073470053353,0.4513903779236412,0.4025865267006049,0.4076971674041932,0.6805479701500934
n_ASax-ord-C5-mf.wav,0.6852871127049595,0.3529424762046566,0.3840777218228539,0.4615370016536336,0.4546201192979477,0.4181693102710705,0.4963079467796673,0.4660144495295359,0.6186053984091883,0.4268310531936979,0.4738296290215398,0.4809009708003045,0.5699065334369334,0.3699169260437389,0.4400870027611407,0.4632359625022203
n_AFL-L_oV_pA_sus_mf_C6.wav,0.4551983734432285,0.4568029312705196,0.4913460308806739,0.4359282753300555,0.4221896266664225,0.4999699036201653,0.5845603249217525,0.2642179703471633,0.6527915248978975,0.5043186380778797,0.6147509538895124,0.4076530177655266,0.4271471781532689,0.482467280491441,0.5448415997016623,0.3310696683333177
n_Tbn-flatt-C4-ff.wav,0.5099915077874682,0.4840913343560091,0.3724531803580931,0.7285895963021946,0.4910703844071454,0.5501112653173056,0.3538428822770614,0.7696047462156697,0.4021096335004339,0.5730968002094845,0.5063099133341316,0.6752115146920871,0.4952240878107494,0.5243508132031716,0.344127587810918,0.7975726801106154
n_Hn-ord-C3-mf.wav,0.3466827419516739,0.6904411722168674,0.6991753135511214,0.4375276050202366,0.3984018142805874,0.6750493585825896,0.7553866206530032,0.3866760883625684,0.5376283518029767,0.6312132164183892,0.6812906375661959,0.4416968965151084,0.359961309881845,0.7069195132584246,0.7704900797900287,0.3937273640165467
n_Cb-pizz_lv-C2-mf.wav,0.3516660905967425,0.7531917032955631,0.7979579748204683,0.2941025878744849,0.5023118848646558,0.7760176105005425,0.7732389160467108,0.4136872687735715,0.3787837493300998,0.5817096026601533,0.6674966007547102,0.2694962435447896,0.419295199337913,0.8164113187653488,0.8512138763384298,0.3267058071712283
n_Fl-mul-A#4+_D5+-mf.wav,0.3960420025659782,0.416941720282554,0.4595911395980842,0.5730691825244234,0.4284459697083262,0.352064644920382,0.4434682221028109,0.4518008370613904,0.5214963428196554,0.4606789329650606,0.4592019479449121,0.5415724523465569,0.3990678708000004,0.3712479495273263,0.4548844281470486,0.5128486013664758
n_Hn-ord-C4-mf.wav,0.3788392951492286,0.5942164884995956,0.7930503684580443,0.3086733461316777,0.3595864294789673,0.6476660547675283,0.6100084403868982,0.3261486577662892,0.4694097816808172,0.5720190807817117,0.6505220371399151,0.4176601678612934,0.3559546777887778,0.6394483332332815,0.7303317134728053,0.2911669725699893
n_BTb-ord-C1-pp.wav,0.2854528819544718,0.6482785655689574,0.6079093583981668,0.665311811011337,0.3286819395805475,0.6644388901448913,0.5858737548411126,0.6838213669807748,0.3143886349172332,0.5584982656759786,0.540383448487048,0.5864082704806866,0.284466313878375,0.6835043863214203,0.6122981338579291,0.7045811019331946
n_Hn-flatt-C4-ff.wav,0.4220895522678424,0.4684357745242613,0.3151817610158668,0.7973164338887176,0.5296214930499072,0.4191418134177513,0.2777939950958767,0.8032485571487274,0.3558543586920192,0.5045760499462928,0.3889950454194218,0.6579237995094072,0.4714149653438746,0.436511822662419,0.2571963365003993,0.8757882850540639
n_Hn-ord-C4-pp.wav,0.34650836015002,0.7226151874953511,0.7571488610502061,0.3451844587325819,0.3843675471233254,0.5374420684331618,0.5990537513883831,0.3497531032957623,0.455498914004707,0.5724862111356921,0.5730746441697722,0.4534672516617402,0.3455390565666665,0.6477399587610541,0.6915474121522444,0.3232302747390976
n_Tbn+H-ord-C3-mf.wav,0.2381689119200003,0.6656416661778546,0.6588659859980283,0.4633103853922455,0.2749593139906711,0.7353784768006905,0.6638288093014711,0.3964526257515288,0.4708667740949976,0.5750174086242902,0.6764821004071953,0.3920116552877566,0.2146452177428442,0.7242914646071406,0.6877364611499317,0.4184250771190956
n_Vc-harm_artificial-C5-mf.wav,0.5804962820383551,0.4560673370864976,0.4559050371501393,0.6182730473052056,0.4520899390302326,0.3891567354830091,0.3802378233897169,0.5345364133695436,0.4938989452330198,0.465990329407954,0.3562031718516991,0.7189731830725269,0.52620810500008,0.4103715466076482,0.4083888682288692,0.5875446682357466
n_Vib_ES_So_sp-0_p1_C6.wav,0.6000839276110291,0.5962508330834302,0.7084624564573934,0.2402829019836045,0.7454832922894266,0.6520670078374754,0.6500935006591666,0.2707338422481432,0.6549697868757031,0.3732157806897441,0.5630174343976695,0.2046864268253793,0.6928068925242562,0.6291463859939529,0.7084107853966798,0.2082437215554496
n_Gsp_HH_f_C8.wav,0.7479860877702104,0.2361189658012831,0.3709957385885321,0.3797758785206587,0.5713737622405948,0.3272410650897475,0.32895189084087,0.3587070974184451,0.7036467227527059,0.3438283321887924,0.4239476708983258,0.3392039927844021,0.6718265631946347,0.2476126535852837,0.3324836695309875,0.3394709266033033
n_ClBb-mul-E4_A5+_D6+_G4-mf.wav,0.4840869921534682,0.3211559897328437,0.3234526331188269,0.7207259936876007,0.5386731628591956,0.3951355748400455,0.4626510056779718,0.7223305327417597,0.5266226741960339,0.3251932387569772,0.3920216743470289,0.608506108484923,0.5139573290812148,0.3409536887906387,0.3799330118200855,0.7665588500196105
n_Tbn-ord-C5-ff.wav,0.6705324195470326,0.5430525370572217,0.4689259310100102,0.4694810746152285,0.617957073160418,0.5232612811647954,0.5174078818233365,0.4794199712179584,0.4997089369291809,0.5843450406904095,0.5007954804371714,0.4601631510846291,0.6599197125954608,0.5423786481070307,0.4883389698294347,0.4690928477396063
n_Vc-ord-C3-pp.wav,0.5372589455198883,0.7308660757037526,0.5838432966508296,0.4750707088455755,0.4719648779523114,0.7124413853451629,0.7496128888654923,0.4035782605927023,0.4546560365766481,0.5644656641714147,0.6089107276824027,0.4914382902154046,0.4941265415420815,0.7582996071513687,0.6898057779845173,0.4314242796618172
n_Bn-flatt-C4-mf.wav,0.3961897893114088,0.4530881024755608,0.3161274092655398,0.7220226008244827,0.4254876447191691,0.4182097903495238,0.3489959777674929,0.7221210106335717,0.4771161060377885,0.5787937760715713,0.4439859551536895,0.6537407242087145,0.3975494187188291,0.4262020458951108,0.3059052447266584,0.7577758447153772
n_Fl-mul-F#4_C5-mf.wav,0.4627574291377097,0.3517791164877715,0.4755906363014721,0.5940592743726847,0.3107260180714348,0.5194061186332,0.6754644854799942,0.4801107134312721,0.5036371272474341,0.4643227228221085,0.4328982426235912,0.6395730422890535,0.3764424129475675,0.4247078819324393,0.580506921034616,0.5435117206595194
n_Va-pont-C4-mf.wav,0.4579005460301531,0.4503351553442631,0.4243375397838394,0.6422330089124588,0.5339934748075339,0.6397228566318827,0.5276116220553856,0.5077137684805472,0.5324882858730026,0.5011193485692828,0.4704962921913977,0.6865125751759696,0.5002315133302498,0.5458588234495757,0.4722610066618035,0.5889561076674158
n_Acc-ord-C3-pp.wav,0.5452969751875888,0.607204496196608,0.497572929655332,0.55743389528046,0.4322226335273922,0.6135680741842781,0.4563030987796915,0.5042142874588686,0.3593851756942313,0.6266308461989502,0.6184053045623482,0.4587619893523686,0.4899146293369484,0.6287686633812529,0.4772542485243367,0.5328597020847958
n_Acc-ord-C5-pp.wav,0.6656544390383679,0.4380225904096861,0.4763637170784311,0.3886625192000367,0.5481803653047681,0.4930007982928216,0.4567587484640311,0.4729331112041729,0.513244772171728,0.4575492366801885,0.4280147126124011,0.3739542291998051,0.6101773012276308,0.464634367676232,0.4610767549894218,0.4193480945328081
n_Ob-flatt-C6-mf.wav,0.4354699114965121,0.4585220115879637,0.4493568607330963,0.6254815985776261,0.5667959661086573,0.406373765609965,0.3602834081172673,0.591969181901079,0.5779203276144895,0.3570902397185612,0.324616699482405,0.638675234627595,0.4920875289387046,0.4300466027894261,0.4018326225837376,0.6242692035998757
n_Vc-pizz_bartok-C2-ff-4c.wav,0.5789531071442025,0.3651483644165224,0.3389399938157503,0.6103749931495724,0.4854139005675687,0.3505454604145506,0.2762000845752206,0.7263035551153,0.3549314236183895,0.3956338249517684,0.4693151323430726,0.5246406740494022,0.5339914803586449,0.3408579116648465,0.2806307466185375,0.6984816426911742
n_Bn-ord-C2-pp.wav,0.3444602395109775,0.5867659621750786,0.5170535399734458,0.7241147924078206,0.3518162365899794,0.6876162363473254,0.5682777407862807,0.6463970764890938,0.4642568725574475,0.6214151502277673,0.4849710355165308,0.5493100688323007,0.3245944554167556,0.6600753373854221,0.5570472007975419,0.7179818063296515
